Name,District,Address,Name_Per,Telephone,twd97X,twd97Y,wgs84aX,wgs84aY
穗元大藥局,三重區,新北市三重區力行路1段149號1樓、151號1樓,吳淑芳,02-29827688,298983.96,2773479.81,121.4855448,25.06874449
樂活處方箋藥局,三重區,新北市三重區中正北路99號1樓,戴育鑫,02-29805182,299403.42,2772872.24,121.4896807,25.06324576
陽光藥師藥局,三重區,新北市三重區三和路1段182號1樓,陳伯瑋,02-29788120,300649,2773199,121.5020384,25.06615449
飛龍大藥局,三重區,新北市三重區龍濱路163號1樓,陳彥宇,02-29773733,300701.86,2773589.44,121.5025767,25.06967763
榮康藥局,三重區,新北市三重區成功路81號1樓,王燦榮,02-29772723,299303.73,2771549.32,121.4886452,25.05130572
德榮藥局,三重區,新北市三重區中華路91號１樓,林家榮,02-29717291,298791.48,2772844.74,121.4836144,25.06301734
厚德藥局,三重區,新北市三重區大智街175號1樓、177號1樓,林信安,02-29717277,299408.92,2773913.52,121.4897726,25.07264619
大樹三重藥局,三重區,新北市三重區正義北路66號,湯尚道,02-29713188,300159.91,2772975.38,121.4971824,25.06415198
博愛藥局,三重區,新北市三重區三民街220號1樓,吳靜華,02-29711606,298450.65,2773297.64,121.4802522,25.06711714
建祥三和藥局,三重區,新北市三重區三和路2段160號1樓,陳貞伶,02-29703379,300365.29,2773460.61,121.4992359,25.06852577
徐匯藥局,三重區,新北市三重區仁愛街755號1樓,呂玉婷,02-28572234,298544.07,2774763.13,121.4812299,25.08034446
忠民藥局,三重區,新北市三重區車路頭街162號1樓,陳忠富,02-22868489,298805.17,2774328.91,121.4838027,25.07641592
力行德榮藥局,三重區,新北市三重區力行路2段170號1樓,柯子詒,02-22867170,298727.38,2774392.01,121.4830339,25.07698813
慈惠藥局,三重區,新北市三重區仁愛街516號1樓及2樓,王翠琴,02-22809009,299133.96,2774949.88,121.4870841,25.08201135
晨星藥局,三重區,新北市三重區五華街123號1樓,陳鳳慈,02-89856533,299572.12,2775177.82,121.4914358,25.08405495
益成藥局,三重區,新北市三重區正義北路154號3樓-1,許智凱,02-89827261,300090.77,2773212.91,121.4965058,25.06629865
吉康健保藥局,三重區,新北市三重區三民街279號1樓,林家賦,02-89810122,298336.9,2773418.54,121.4791289,25.06821221
光興藥局,三重區,新北市三重區正義南路60-4號1樓,陳清松,02-89725780,300279.55,2772583.13,121.498354,25.06060677
元力藥局,三重區,新北市三重區三和路2段37-1號1樓,王筱君,02-89723551,300524.82,2773335.69,121.5008126,25.06739265
黎明藥師藥局,三重區,新北市三重區三和路4段227號1樓,黎思煒,02-82870958,298552.33,2774709.3,121.4813099,25.07985828
建興藥局,三重區,新北市三重區三民街105號,李世民,02-29888757,298951.32,2772904.73,121.4852008,25.06355382
新迪化中西藥局,三重區,新北市三重區三陽路27號1樓,梁淑貞,02-29884755,298985.12,2772392.19,121.4855176,25.05892548
五華春天生活藥局,三重區,新北市三重區五華街73號1、2樓,闕鈺人,02-29876838,299678.32,2775051.58,121.4924841,25.0829117
宗安藥師藥局,三重區,新北市三重區頂崁街208號1樓,黃文鴻,02-29874243,298142.6,2773319.51,121.4771996,25.06732441
宏原藥局,三重區,新北市三重區中正北路183號1樓,張容甄,02-29871515,298180.49,2773570.83,121.4775839,25.06959207
康新藥局,三重區,新北市三重區正義北路185號2樓,鄭尊孝,02-29866582,300078.05,2773381.93,121.4963859,25.06782501
信承藥局,三重區,新北市三重區信義西街44號1樓,劉承忠,02-29866476,300246.5,2773024.51,121.4980425,25.06459265
利民藥局,三重區,新北市三重區自強路1段171號、173號1樓及2樓,許?文,02-29852826,299742.44,2773337.91,121.4930577,25.06743869
陳藥局,三重區,新北市三重區三民街77號,吳秋儀,02-29848601,299014.55,2772835.55,121.4858251,25.06292714
佑全三重正義藥局,三重區,新北市三重區正義北路207號1、2樓、209號1、2樓,邱雯玲,02-29815341,300058.24,2773452.05,121.496192,25.06845875
中華健保藥局,三重區,新北市三重區中華路95號,李秉鴻,02-29813155,298791.7,2772853.95,121.483617,25.06310053
享生藥局,三重區,新北市三重區自強路1段207號1樓,塗明德,02-29807539,299586.25,2773452.32,121.4915137,25.06847669
仁華藥局,三重區,新北市三重區五華街73-1號1樓,羅岳軍,02-29806161,299678.32,2775051.58,121.4924841,25.0829117
吉盛健保藥局,三重區,新北市三重區頂崁街210巷46號1樓,蔡幸芷,02-29801666,297946.2,2773397.35,121.4752556,25.06803338
臻曜藥局,三重區,新北市三重區重新路1段129號1樓,何淑容,02-29786003,300458.71,2772867.36,121.5001401,25.06316687
鴻泰健保藥局,三重區,新北市三重區重新路1段95號1樓,康國鴻,02-29769055,300530.68,2772897.21,121.5008545,25.0634339
祐銘藥局,三重區,新北市三重區龍門路22號1樓,蘇友良,02-29769001,299971.26,2773843.18,121.4953442,25.07199266
小林健保藥局,三重區,新北市三重區文化北路61-1號1樓,林春先,02-29763895,300312.59,2773200.25,121.498704,25.06617705
臻燿藥局,三重區,新北市三重區集美街150號1樓,王奕翔,02-29724765,299409.96,2771749.03,121.4897052,25.05310517
欣悅藥局,三重區,新北市三重區正義北路210號1樓,廖娸妘,02-29711733,300059.79,2773348.85,121.4962037,25.06752697
昌誠藥局,三重區,新北市三重區三和路4段161號1樓,劉汶玲,02-22876338,298781.95,2774568.84,121.483581,25.07858277
陽明藥師藥局,三重區,新北市三重區三和路4段163巷15號,許智炫,02-22867848,298813.86,2774590.67,121.4838982,25.07877881
仁愛健保藥局,三重區,新北市三重區力行路2段153號,周雅楹,02-22805160,298799.08,2774464.37,121.4837472,25.07763912
忠誠藥局,三重區,新北市三重區仁愛街377巷4號,黃正忠,02-29888321,299593.42,2774780.89,121.4916327,25.08047074
上益藥局,三重區,新北市三重區忠孝路2段136號1樓,莊登愿,02-29879460,298695.28,2773433.3,121.4826817,25.06833397
唯安藥局,三重區,新北市三重區五華街130號,陳志山,02-29875750,299593.82,2775124.82,121.4916491,25.08357568
華泰藥師藥局,三重區,新北市三重區五華街66號1樓,王瓊桾,02-29866009,299782.83,2774924.31,121.4935155,25.08175929
上豪藥局,三重區,新北市三重區中正北路220號1樓,黃宇榕,02-29864336,298644.05,2773348.71,121.482171,25.06757196
國星藥局,三重區,新北市三重區溪尾街109號,蔡一峰,02-29859203,299406.74,2774581.26,121.489775,25.0786746
容安藥局,三重區,新北市三重區正義北路237號2樓,劉桂如,02-29843399,300027.45,2773544.83,121.4958903,25.0692973
新英藥師藥局,三重區,新北市三重區雙園街37號,周聰郎,02-29824840,300126.48,2773396.76,121.4968665,25.06795724
五華藥局,三重區,新北市三重區仁愛街425巷91號2樓,劉建,02-29819948,299660.23,2775024.54,121.4923038,25.08266821
欣欣藥局,三重區,新北市三重區正義北路233號1樓,吳銘鴻,02-29816955,300034.59,2773528.42,121.4959605,25.06914897
宏安藥局,三重區,新北市三重區集美街158號1樓,許秋華,02-29785866,299423.45,2771744.01,121.4898387,25.05305944
周武仁藥局,三重區,新北市三重區成功路145巷34號,周德慧,02-29774110,299195.82,2771765.61,121.4875835,25.05326188
三山大藥局,三重區,新北市三重區中正南路84號,廖峰楠,02-29772409,299883.63,2772386.41,121.4944227,25.05884393
龍門藥局,三重區,新北市三重區龍門路186號,江明峰,02-29756141,300383.1,2774005.02,121.4994323,25.07344008
重德藥局,三重區,新北市三重區正義北路246號2樓,林家德,02-29719060,300037.04,2773431.4,121.4959812,25.06827298
國榮藥局,三重區,新北市三重區碧華街50號,劉玉華,02-28578497,298778.5,2774877.03,121.4835578,25.08136523
立雄藥局,三重區,新北市三重區仁愛街733號1樓,吳寶玉,02-28573677,298601.49,2774789.45,121.4818,25.08058029
玉美藥局,三重區,新北市三重區力行路2段136巷49弄2號,朱金玉,02-22879836,298350.46,2774191.23,121.4792905,25.07518759
仁安堂藥局,三重區,新北市三重區溪尾街220號,洪明和,02-22870278,299211.5,2774895.85,121.4878508,25.0815211
成立藥局,三重區,新北市三重區正義北路310-1號2樓,林秀美,02-89852355,299950.28,2773622.42,121.4951282,25.07000038
聯鑫藥師藥局,三重區,新北市三重區正義北路269號,張玉錦,02-89829880,299980.62,2773627.64,121.4954291,25.07004649
美滿藥局,三重區,新北市三重區中華路16號,高銘鴻,02-89824272,298766.07,2772577.29,121.4833531,25.06060366
正大藥局,三重區,新北市三重區五華街39號,朱金海,02-89815931,299886.81,2774847.05,121.4945434,25.08105838
烈委藥局,三重區,新北市三重區五華街132號,蔡淑玲,02-89812846,299590.12,2775127.73,121.4916125,25.08360208
誠泰藥師藥局,三重區,新北市三重區重新路3段102號,高俊明,02-89721125,299705.14,2772564.18,121.4926601,25.06045466
德心藥局,三重區,新北市三重區三和路4段324號,鄭淳仁,02-82878086,298800.41,2774516.76,121.4837622,25.07811203
大重仁藥局,三重區,新北市三重區重新路5段592號1樓,吳素菊,02-29958283,297365.43,2770887.38,121.4694126,25.0453916
聖安藥局,三重區,新北市三重區自強路2段48號,陳昭龑,02-29899576,299327.8,2773571.65,121.4889562,25.06956243
聖泰藥局,三重區,新北市三重區仁義街229號,吳珍桂,02-29899187,300085.12,2774983.44,121.4965142,25.08228316
興安藥局,三重區,新北市三重區正義北路275-1號,邱金堂,02-29898140,299968.45,2773644.84,121.4953091,25.07020216
合眾藥局,三重區,新北市三重區文化北路102巷39號,許復源,02-29897379,300165.59,2773177.1,121.4972461,25.06597294
禮隆藥局,三重區,新北市三重區自強路4段6４號,莊月霞,02-29894735,299442.63,2774565.31,121.4901302,25.07852945
向上藥局,三重區,新北市三重區正義北路191號2樓,徐志昌,02-29883398,300071.11,2773408.9,121.4963181,25.06806868
開元藥局,三重區,新北市三重區正義北路324號2樓,李勝源,02-29873976,299923.29,2773665.28,121.4948622,25.07038823
禾華藥局,三重區,新北市三重區自強路5段8號1樓,陳怡伶,02-29871888,299647.82,2774777.36,121.4921718,25.08043711
德河藥局,三重區,新北市三重區自強路1段320號,高銘仁,02-29869850,299534.02,2773457.89,121.4909963,25.06852867
匯豐藥局,三重區,新北市三重區大榮街50號,藍炳煌,02-29862127,300351.73,2772918.6,121.4990816,25.06363297
松泰藥師藥局,三重區,新北市三重區大同北路65號,吳幸珍,02-29859593,299955.54,2772909.76,121.4951545,25.06356637
優達藥局,三重區,新北市三重區大智街108號1樓,葉人誠,02-29859159,299756.09,2773253.34,121.4931899,25.06667477
力健藥局,三重區,新北市三重區自強路3段38號,周健成,02-29856255,299106.47,2773914.39,121.4867746,25.07266396
名成藥局,三重區,新北市三重區力行路1段182號,詹焜堯,02-29847828,298620.23,2773794.93,121.4819506,25.07160116
德林藥局,三重區,新北市三重區中正北路572號,陳慧玲,02-29832019,297466.31,2773840.86,121.4705142,25.07205255
三民藥師藥局,三重區,新北市三重區三民街134號,陳隨錦,02-29829328,298711.44,2773067.5,121.482829,25.065031
佑民藥局,三重區,新北市三重區頂崁街211號,王萬能,02-29827022,298151.06,2773370.31,121.4772853,25.06778276
江村藥局,三重區,新北市三重區重新路3段9號1樓,范家亮,02-29821515,299968.51,2772697.28,121.4952753,25.06164763
福昌大藥局,三重區,新北市三重區溪尾街205號,吳建忠,02-29814337,299286.86,2774816.88,121.488595,25.08080569
祥順藥局,三重區,新北市三重區名源街20號1樓,尤梅雲,02-29811571,298624.2,2772568.46,121.4819466,25.06052845
久洲藥局,三重區,新北市三重區長元街51-9號,黃苓瑛,02-29791679,300431.93,2773175.93,121.499886,25.06595345
承都藥局,三重區,新北市三重區中央南路44號1樓,李泳彤,02-29785989,300590.46,2772740.97,121.5014413,25.06202142
文慶藥局,三重區,新北市三重區泉州街78號,陳文慶,02-29783154,299919.17,2771913.67,121.4947579,25.05457487
東裕藥局,三重區,新北市三重區重新路4段122號,杜俊建,02-29773255,299136.92,2772126.48,121.4870126,25.05652177
甜心健康生活藥局,三重區,新北市三重區福祉里集美街45號1樓,簡怡君,02-29762223,299240.11,2772004.97,121.4880311,25.05542135
佳仁藥局,三重區,新北市三重區大同南路76號,李金祿,02-29759141,300059.45,2772439.4,121.4961672,25.05931645
久泰藥局,三重區,新北市三重區仁愛街36號,戴國榮,02-29751735,300073.21,2773836.18,121.4963544,25.07192612
博安藥局,三重區,新北市三重區正義南路32號,邵榞永,02-29751590,300266.38,2772645.43,121.4982257,25.06116966
豐安藥局,三重區,新北市三重區三和路2段154巷18號1樓,郭昭利,02-29746701,300285.12,2773423.7,121.4984399,25.06819523
德慈藥局,三重區,新北市三重區重新路3段16號1樓,陳志文,02-29736693,299953.47,2772667.3,121.4951251,25.06137745
仁厚藥局,三重區,新北市三重區仁賢街34號,劉益志,02-29736625,300088.28,2774172.08,121.496516,25.07495808
吉本藥局,三重區,新北市三重區大同南路156號,張紹男,02-29736043,300102.49,2772257.35,121.4965872,25.05767156
忠信藥局,三重區,新北市三重區仁興街32號,黃信靖,02-29730020,300345.81,2774235.66,121.4990712,25.07552358
義榮藥局,三重區,新北市三重區三和路2段142號1樓,詹明哲,02-29727598,300396.11,2773430.65,121.4995403,25.06825423
鴻成藥局,三重區,新北市三重區同安街113號,陳春興,02-29727025,299868.73,2772115.54,121.4942653,25.05639902
吳廣隆藥局,三重區,新北市三重區長壽西街5-1號,吳正修,02-29715020,300243.08,2773363.52,121.498021,25.06765328
建宏藥局,三重區,新北市三重區名源街16號,蔡麗珠,02-29714533,298619.33,2772582,121.4818989,25.0606509
家福藥局,三重區,新北市三重區仁愛街682號,王碧芬,02-22877692,298595.8,2774754.4,121.4817424,25.08026398
三興藥局,三重區,新北市三重區三和路4段390巷24號,陳英明,02-22874139,298555.87,2774591.9,121.4813408,25.07879822
義中藥局,三重區,新北市三重區大同北路107號,沈文雄,02-22874139,299859.09,2772980.72,121.494201,25.06421011
合康健保藥局,三重區,新北市三重區三和路4段384號1樓,曾耀緯,02-22869999,298660.12,2774603.27,121.4823746,25.07889758
慈生藥局,三重區,新北市三重區車路頭街110號,蔡光炎,02-22860619,298848.71,2774167.23,121.4842286,25.0749549
周興隆藥局,三重區,新北市三重區三和路4段181巷48號,毛翠玲,02-22860084,298781.62,2774654.55,121.4835808,25.07935657
祥和藥局,三重區,新北市三重區三和路4段374號2樓,趙晉賢,02-22807522,298688.92,2774586.45,121.4826595,25.07874479
安泰藥局,三重區,新北市三重區正義北路300-3號2樓,游幸慧,02-89815379,299977,2773585.64,121.4953917,25.06966747
上好藥局,三重區,新北市三重區力行路2段134號,蕭耀聰,02-22865622,298646.54,2774234.97,121.4822269,25.07557297
惠理藥局,三重區,新北市三重區重陽路1段152號,黃慶鴻,02-29856710,299095.14,2772633.85,121.4866167,25.06110364
馥佑藥局,三重區,新北市三重區力行路1段89巷7號,劉良善,02-89818716,299109.64,2773439.46,121.4867891,25.06837614
迪化藥局,三重區,新北市三重區中華路77號,郭智勇,02-29834445,298791.22,2772806.37,121.4836105,25.06267099
